Date,Symbol,Available Supply,Unlocked Supply,Team Token,Treasury Token,Strategic Sale,Liquidity Management,Airdrop,Volume Reward,Staking Reward
Jun 12 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 11 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 10 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 09 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 08 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 07 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 06 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 05 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 04 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 03 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 02 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jun 01 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 31 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 30 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 29 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 28 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 27 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 26 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 25 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 24 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 23 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 22 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 21 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 20 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 19 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 18 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 17 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 16 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 14 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 13 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 12 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 11 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 10 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 09 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 08 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 07 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 06 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 05 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 04 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 03 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 02 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
May 01 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 30 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 29 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 28 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 27 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 26 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 25 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 24 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 23 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 22 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 21 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 20 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 19 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 18 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 17 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 16 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 15 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 14 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 13 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 12 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 11 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 10 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 09 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 08 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 07 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 06 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 05 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 04 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 03 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 02 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Apr 01 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 31 2024,LOOKS,1000000000.00,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 30 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 29 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 28 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 27 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 26 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 25 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 24 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 23 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 22 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 21 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 20 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 19 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 18 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 17 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 16 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 15 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 14 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 13 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 12 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 11 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 10 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 09 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 08 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 07 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 06 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 05 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 04 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 03 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 02 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Mar 01 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 29 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 28 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 27 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 26 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 25 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 24 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 23 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 22 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 21 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 20 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 19 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 18 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 17 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 16 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 14 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 13 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 12 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 11 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 10 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 09 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 08 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 07 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 06 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 05 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 04 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 03 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 02 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Feb 01 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 31 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 30 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 29 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 28 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 27 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 26 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 25 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 24 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 23 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 22 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 21 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 20 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 19 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 18 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 17 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 16 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 15 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 14 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 13 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 12 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 11 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 10 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 09 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 08 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 07 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 06 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 05 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 04 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 03 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 02 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Jan 01 2024,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 31 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 30 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 29 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 28 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 27 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 26 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 25 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 24 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 23 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 22 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 21 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 20 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 19 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 18 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 17 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 16 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 15 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 14 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 13 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 12 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 11 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 10 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 09 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 08 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
Dec 07 2023,LOOKS,0,1000000000.00,100000000.00,100000000.00,33000000.00,17000000.00,120000000.00,441000000.00,189000000.00
